qid,n_statements,n_sitelinks
Q2031361,13,6
Q2031409,15,14
Q2032228,12,3
Q203236,68,50
Q2032477,5,5
Q2032632,5,8
Q2033484,8,15
Q203420,8,7
Q203480,84,48
Q2036794,28,16
Q2036958,16,9
Q2037623,27,12
Q2039,270,129
Q203911,22,11
Q2039590,11,12
Q20401988,2,1
Q2043578,10,13
Q2043747,8,3
Q20437956,6,1
Q2046854,13,3
Q20470474,3,1
Q204753,10,21
Q20476775,2,1
Q2048018,9,14
Q20480656,8,1
Q204857,16,8
Q2048954,6,3
Q2049298,4,3
Q2049309,16,6
Q20493263,6,1
Q20493418,13,3
Q204963,12,9
Q20498380,12,2
Q2049871,9,1
Q20501134,1,1
Q20504171,2,1
Q20504217,2,1
Q2050652,16,5
Q2052304,5,7
Q2054,330,154
Q205421,6,7
Q2055410,12,2
Q20556638,7,3
Q205636,15,13
Q20577067,5,2
Q20577238,3,2
Q20577402,7,1
Q20578631,2,3
Q20578659,3,1
Q205864,8,10
Q20590893,2,2
Q20597593,3,0
Q20602598,2,1
Q2060754,10,6
Q206119,212,73
Q20616643,4,1
Q206187,58,52
Q206214,65,42
Q2062146,18,8
Q2064634,20,13
Q2065184,15,16
Q20652146,5,1
Q2066272,10,7
Q20666061,12,3
Q2067017,11,7
Q2067352,4,1
Q2067632,14,9
Q2067646,13,9
Q2067902,5,2
Q2068266,11,4
Q20683367,14,2
Q2068391,30,12
Q206878,58,50
Q20688960,6,4
Q2069189,4,1
Q2069420,12,5
Q2069546,14,10
Q2070197,12,6
Q2070875,4,1
Q2070945,11,7
Q2070948,13,2
Q2071595,5,1
Q20716001,8,7
Q20716389,6,3
Q2071680,18,2
Q2071913,18,18
Q20722945,12,3
Q207273,45,50
Q2073337,17,7
Q207370,98,47
Q20739560,8,6
Q20743776,5,3
Q2075786,7,5
Q207663,45,42
Q207681,35,41
Q207715,67,39
Q207730,33,41
Q208017,39,44
Q20801797,6,1
Q20814944,9,2
Q2081542,14,3
Q2082091,9,16
Q208256,54,50
Q20827327,7,1
Q20828787,4,4
Q20828900,9,2
Q20828901,7,1
Q2084745,11,2
Q2084760,5,1
Q20850753,21,1
Q20850868,10,1
Q20850881,6,1
Q20851350,5,0
Q20852004,13,3
Q208531,68,44
Q2085442,9,12
Q2085543,5,2
Q2085552,21,12
Q2085555,4,3
Q2085928,9,5
Q20871651,16,3
Q2088115,7,1
Q2088151,8,2
Q2089018,9,3
Q2089271,9,4
Q2089459,21,22
Q20903116,11,4
Q209422,11,21
Q20944071,7,2
Q20944283,5,1
Q2094481,12,10
Q20946316,6,1
Q20947549,5,1
Q20948577,5,1
Q2095353,67,36
Q2097024,12,9
Q2097546,10,8
Q2097787,15,13
Q2098,223,87
Q2099433,10,4
Q20995532,4,1
Q2099776,13,10
Q21006602,7,1
Q21011015,7,1
Q21021516,13,2
Q21021627,12,2
Q2102808,10,2
Q2102874,8,3
Q2102882,10,2
Q2102887,8,1
Q2102913,11,12
Q21029885,2,1
Q210303,54,48
Q2103073,12,9
Q2103182,6,2
Q2103193,7,4
Q2103438,19,2
Q2103443,4,1
Q2103471,9,5
Q21035543,10,1
Q2103879,14,10
Q21040927,7,1
Q21040931,7,1
Q21040933,8,1
Q21040937,4,1
Q21041742,3,4
Q21045567,3,1
Q2104755,8,11
Q21051017,8,1
Q21051020,7,1
Q21051033,8,1
Q21051042,6,1
Q21051045,8,1
Q21058717,8,2
Q21058729,8,2
Q21059463,7,1
Q21059626,7,1
Q21060815,3,3
Q21060832,5,1
Q21064700,12,1
Q2107297,18,13
Q21075067,5,1
Q21075328,5,1
Q2108224,28,11
Q210883,124,39
Q21091908,1,1
Q21092607,13,3
Q21095226,6,2
Q21099530,3,1
Q21106020,13,2
Q21106028,16,6
Q2110771,5,9
Q211246,52,47
Q2112470,9,4
Q211258,20,52
Q2112711,10,3
Q2112714,8,2
Q2112871,5,1
Q2112872,9,6
Q2113027,10,2
Q211326,89,53
Q2113658,11,4
Q2114493,9,3
Q2114994,10,6
Q21154004,15,4
Q21154005,15,6
Q21155055,8,0
Q2116260,12,2
Q2116427,11,2
Q2116439,29,7
Q21164542,4,4
Q2116466,18,3
Q2116502,17,3
Q2116539,20,6
Q2119204,12,5
Q211953,61,41
Q212087,37,45
Q212091,57,45
Q2122828,15,12
Q2123334,40,7
Q2123348,13,1
Q2123353,19,3
Q2123361,15,5
Q2123365,11,6
Q2123376,14,2
Q2123392,23,11
Q2123402,40,9
Q2123414,13,4
Q2124723,4,5
Q212647,66,53
Q2126654,24,9
Q21272183,15,5
Q21272233,17,6
Q212818,64,41
Q21281865,4,1
Q212827,58,44
Q21296324,13,3
Q21296327,14,2
Q2130304,2,1
Q213621,106,46
Q2138352,28,3
Q214003,27,40
Q21400464,12,6
Q21437825,8,1
Q2143951,11,14
Q2145220,7,5
Q21452535,12,4
Q21452560,10,1
Q2147429,7,3
Q214765,115,48
Q21478412,2,1
Q2148266,8,3
Q2148975,11,5
Q21517620,20,11
Q21522257,3,0
Q21546574,5,1
Q21547777,7,0
Q21547783,5,0
Q21547785,2,0
Q21547790,8,2
Q21547799,6,0
Q21547808,6,1
Q21547810,5,0
Q21547854,7,0
Q21547870,7,0
Q21547872,7,1
Q21547875,7,0
Q21547898,7,0
Q21547912,10,1
Q21547914,11,0
Q21547930,8,0
Q21547936,7,0
Q21547957,5,1
Q21547995,5,0
Q21547998,5,0
Q21548004,6,0
Q21548011,10,1
Q21548020,9,0
Q21548030,4,0
Q21548033,4,0
Q21548041,13,0
Q21548046,6,1
Q21548054,6,0
Q21548083,5,0
Q21548096,6,0
Q21548117,10,0
Q21548160,7,1
Q21548169,3,0
Q21548174,4,0
Q21548205,10,0
Q21548221,5,0
Q21548229,6,0
Q21548243,8,0
Q21548246,6,0
Q21548251,11,1
Q21548257,5,0
Q21548259,6,0
Q21548262,5,0
Q21548278,11,5
Q21548281,5,0
Q21548292,9,1
Q21548295,7,0
Q21548301,5,0
Q21548309,6,0
Q21548325,4,0
Q21548355,5,0
Q21548368,14,5
Q21548371,6,0
Q21548374,8,0
Q21548394,4,0
Q21548408,3,0
Q21548416,4,0
Q21548447,10,1
Q21548449,3,0
Q21548464,4,0
Q21548482,7,0
Q21548493,5,0
Q21548499,4,0
Q21548502,5,0
Q21548505,9,0
Q21548509,11,1
Q21548512,6,0
Q21548530,16,4
Q21548533,8,1
Q21548536,4,0
Q21548557,5,0
Q21548563,8,3
Q21548566,6,0
Q21548572,2,0
Q21548578,6,0
Q21548593,8,1
Q21548596,8,1
Q21548605,9,1
Q21548614,6,0
Q21548637,5,0
Q21548666,4,0
Q21548672,5,0
Q21548681,4,1
Q21548696,4,1
Q21548702,6,0
Q21548711,4,0
Q21548714,9,3
Q21548723,7,0
Q21548726,9,1
Q21548735,7,1
Q21548747,7,1
Q21548750,7,1
Q21548753,8,0
Q21548762,8,1
Q21548765,4,0
Q21548768,2,0
Q21548774,5,0
Q21548777,5,0
Q21548780,5,0
Q21548783,9,0
Q21548787,5,0
Q21548796,8,0
Q21548803,7,1
Q21548810,9,1
Q21548813,6,0
Q21548822,6,0
Q2155501,28,24
Q21567854,6,0
Q21567935,20,4
Q21568925,14,2
Q21607982,3,1
Q21608560,5,0
Q21608588,3,0
Q2161,280,139
Q21616165,10,1
Q21625888,15,1
Q21635029,2,0
Q21638429,7,0
Q21644783,16,3
Q2164977,5,1
Q21650933,17,2
Q21659822,7,1
Q2167123,12,14
Q2167226,9,6
Q21684162,13,3
Q21704620,15,2
Q21704621,14,5
Q21706934,5,1
Q21707104,4,0
Q21708016,10,1
Q21709906,9,2
Q21710237,8,2
Q21710921,6,0
Q21714483,9,1
Q21716131,10,2
Q2171665,29,6
Q21721425,3,0
Q21725382,4,8
Q2175450,5,8
Q21768379,6,1
Q21768383,6,0
Q21768480,7,2
Q2181212,19,23
Q21825069,5,1
Q218251,68,20
Q2183266,20,15
Q2183684,9,5
Q218431,21,1
Q218441,15,12
Q21844796,11,0
Q21849053,1,3
Q21855525,5,0
Q21867003,8,1
Q2190324,19,6
Q2190860,5,3
Q2194100,12,10
Q2194454,2,4
Q2196048,31,19
Q2200117,16,16
Q22002221,5,1
Q2200742,2,1
Q22035604,14,2
Q220449,18,8
Q22046827,6,0
Q22074013,2,3
Q22074302,5,8
Q22074425,4,4
Q22074744,13,2
Q22074763,12,2
Q220978,43,18
Q22099513,8,1
Q22099889,2,1
Q22100679,3,4
Q22100774,2,1
Q22101127,2,1
Q2211620,16,5
Q22121547,4,4
Q22121603,12,2
Q22121627,11,2
Q221223,67,19
Q22125811,5,1
Q22128742,3,2
Q2213124,4,1
Q2215737,9,11
Q22162656,14,2
Q2219012,10,6
Q221925,18,26
Q2220168,5,1
Q2220263,11,7
Q2223351,7,8
Q2225578,6,6
Q2227536,4,3
Q2231341,6,15
Q223152,57,39
Q2232493,17,20
Q223383,21,12
Q22340337,6,0
Q22344543,5,1
Q22344581,7,1
Q2236673,36,10
Q223690,41,42
Q2237490,8,3
Q223805,48,55
Q2238899,3,1
Q2240081,43,15
Q2240467,13,9
Q224649,6,4
Q2248355,5,5
Q2250469,22,11
Q2250693,20,3
Q22569865,2,4
Q22583429,12,2
Q2258574,19,15
Q2259,85,40
Q2259929,10,10
Q2262042,10,7
Q2262531,9,13
Q2266144,10,4
Q22670460,5,1
Q22675267,3,3
Q22679939,15,3
Q22680047,17,2
Q22683951,4,2
Q2268436,22,12
Q226859,10,5
Q22694450,6,0
Q22696406,8,0
Q22696413,7,0
Q22704971,2,4
Q227105,14,2
Q2271745,3,1
Q2272063,8,5
Q2274307,23,6
Q2275382,10,6
Q2275573,17,3
Q2275575,13,3
Q2276105,5,2
Q2276869,10,24
Q22773497,5,1
Q22774031,7,1
Q2277624,7,10
Q2280204,26,19
Q22806260,5,1
Q2280696,7,6
Q2280800,32,15
Q2280859,9,13
Q22815365,4,5
Q2281738,3,6
Q2287096,6,1
Q2287187,5,3
Q22878,76,51
Q2288153,16,19
Q2288596,10,6
Q228896,88,47
Q2289902,9,3
Q2290455,12,17
Q22905890,6,2
Q22905953,3,7
Q22906256,9,1
Q22906338,1,1
Q22906377,3,1
Q22906403,9,1
Q22908753,3,2
Q22908870,3,1
Q2290946,19,9
Q2291443,12,2
Q229235,48,70
Q2292441,14,12
Q2293438,16,7
Q2293816,16,15
Q229413,125,42
Q2294502,20,16
Q229483,80,37
Q2295284,5,3
Q22965368,6,1
Q22965370,5,1
Q22965371,6,2
Q22965372,10,2
Q22965379,6,1
Q22965389,9,4
Q22965398,4,1
Q22965401,7,1
Q22965410,3,1
Q22965421,6,3
Q22965422,8,2
Q22965429,9,1
Q22965457,9,1
Q22965458,6,2
Q22965471,6,1
Q22965472,11,1
Q22965476,10,1
Q22965477,8,1
Q22965478,9,2
Q22965487,5,1
Q22965489,5,2
Q22965516,3,3
Q22965548,21,14
Q22965580,6,1
Q22965587,4,1
Q2297463,10,12
Q229836,79,37
Q22986507,10,1
Q2298655,12,8
Q229871,99,53
Q2300199,12,14
Q23019506,13,1
Q23034980,22,2
Q23034982,21,2
Q2303686,8,3
Q2303716,17,5
Q2303859,13,3
Q23043015,10,1
Q2305436,10,8
Q2305461,15,9
Q23055018,9,3
Q2306507,8,8
Q230716,95,41
Q2310224,3,1
Q2310293,16,3
Q2310356,10,9
Q2312008,6,4
Q231262,81,40
Q2312825,26,5
Q23162,19,16
Q23168,85,77
Q2316834,3,3
Q2316900,29,20
Q231696,37,33
Q2317917,15,12
Q2319252,36,21
Q2319713,13,20
Q232090,57,30
Q23210541,11,2
Q23210546,10,2
Q2321555,20,7
Q232229,54,27
Q2322448,17,12
Q2322495,13,7
Q2324819,5,11
Q232716,71,35
Q232725,37,34
Q2329005,16,12
Q2329627,18,22
Q2330524,15,11
Q233077,53,32
Q2331658,42,15
Q2332185,22,11
Q2334126,23,9
Q233444,38,29
Q233458,12,46
Q2335647,17,17
Q2335996,21,13
Q233704,45,32
Q2339416,5,20
Q2340435,11,23
Q23426220,12,2
Q2344103,19,5
Q2344428,16,5
Q2344464,5,5
Q23461222,12,1
Q2346159,16,6
Q234665,45,32
Q234734,93,34
Q2347534,33,21
Q2349235,3,5
Q235087,44,31
Q235102,36,62
Q2352675,12,19
Q2352974,7,1
Q235423,38,26
Q235586,32,25
Q235627,44,29
Q2357126,18,25
Q2359765,8,10
Q2361498,7,12
Q2361827,12,14
Q2362553,6,3
Q236259,30,21
Q236459,42,31
Q2364719,9,2
Q2365262,10,3
Q2365581,12,12
Q23658477,12,0
Q2365991,7,6
Q23662495,18,6
Q23666219,13,3
Q23721069,6,3
Q2372380,8,7
Q23746784,10,2
Q2376069,17,11
Q237622,40,23
Q237629,43,25
Q237867,20,39
Q23808108,4,1
Q2381128,19,15
Q2381280,3,6
Q2381819,27,16
Q23818209,7,2
Q23818213,10,3
Q23818214,5,1
Q23818217,4,1
Q2381958,11,8
Q238261,27,37
Q2383464,2,7
Q23837516,13,0
Q23837517,14,0
Q238448,29,22
Q23857158,8,1
Q23858441,24,1
Q23869909,2,3
Q23872132,10,2
Q2387387,7,5
Q2389098,20,7
Q2389389,23,5
Q2389445,12,20
Q2389469,7,23
Q23894756,16,2
Q23899517,12,2
Q23899625,2,2
Q239010,56,30
Q2390449,9,8
Q23905580,10,1
Q23905581,18,2
Q2391729,26,10
Q2391785,16,13
Q23929468,12,3
Q2393087,3,2
Q239314,40,23
Q2393201,11,10
Q2393219,10,7
Q239354,41,24
Q2394140,7,1
Q2394381,9,6
Q239448,61,32
Q2395266,5,6
Q2396281,15,6
Q239633,25,15
Q2396437,17,11
Q24003328,12,2
Q24003335,10,2
Q2401005,3,1
Q2401584,9,2
Q2401635,5,7
Q24022700,15,1
Q24022707,13,3
Q24024197,12,3
Q24045164,9,2
Q24045167,9,2
Q24045170,12,2
Q2404711,9,3
Q24055258,10,1
Q24055272,11,2
Q24055289,3,1
Q24055295,5,1
Q24055296,7,1
Q24055300,4,1
Q24055357,11,2
Q2405912,8,6
Q24067543,5,6
Q2407554,13,14
Q240842,8,2
Q240928,49,28
Q2409327,11,12
Q2410304,5,6
Q241036,59,29
Q241070,51,29
Q241102,34,20
Q241445,38,26
Q2415745,6,4
Q2415821,28,13
Q241597,10,7
Q2416378,6,1
Q2416381,15,6
Q241707,31,15
Q2417655,9,12
Q2417746,13,15
Q2417981,2,1
Q2418885,8,1
Q2419029,4,2
Q241971,48,42
Q241982,24,22
Q24199528,7,4
Q2420316,13,10
Q2421647,8,9
Q2421660,7,2
Q242199,22,19
Q242319,51,42
Q242382,31,24
Q242475,23,23
Q2425237,20,13
Q24260627,2,1
Q24262583,10,5
Q2426607,5,20
Q242819,130,42
Q24282820,3,1
Q242835,65,29
Q2428721,8,8
Q2429935,23,11
Q2431305,15,2
Q243203,186,62
Q24359975,4,2
Q24360419,3,3
Q24360615,1,2
Q24360753,6,4
Q2436137,10,5
Q2436714,9,3
Q2437081,10,1
Q2437092,17,5
Q2437103,21,4
Q2437152,26,8
Q2437184,10,4
Q2439015,1,2
Q244318,51,44
Q244345,73,39
Q2444686,13,14
Q2444872,2,3
Q2445677,15,14
Q2446665,8,9
Q2446699,8,8
Q2446711,11,11
Q2446902,18,16
Q2446962,5,4
Q2447830,16,14
Q2453574,22,3
Q2454536,11,7
Q24548,85,18
Q2455867,3,2
Q2457060,21,14
Q2466253,15,14
Q246663,8,3
Q2468258,17,16
Q2469977,5,6
Q2470261,22,17
Q2470563,13,13
Q2470726,7,5
Q2471013,15,16
Q2471014,22,13
Q2472245,5,9
Q2472899,58,16
Q2472959,6,16
Q2473618,5,2
Q2473937,18,11
Q247446,22,11
Q2478007,35,22
Q2479189,14,16
Q2481517,19,46
Q248287,36,17
Q24832554,10,1
Q24835043,2,2
Q24835606,9,2
Q24837422,2,0
Q24838551,2,1
Q24840110,7,2
Q24841212,2,5
Q24841519,1,1
Q24841717,7,3
Q24841719,7,1
Q2485388,2,2
Q24855318,18,2
Q24856235,10,3
Q24856261,5,1
Q24856462,10,2
Q24898411,3,1
Q2490575,3,3
Q24908177,1,5
Q24910229,2,2
Q249178,12,20
Q24931062,5,3
Q24936100,18,1
Q24936103,13,1
Q24937085,3,4
Q24939550,12,1
Q2494045,3,2
Q24948794,2,6
Q24951231,14,1
Q24951240,7,1
Q24951251,10,1
Q2496865,9,14
Q2496887,7,14
Q24972134,16,3
Q2497780,11,7
Q2500289,5,2
Q2501328,7,12
Q2503351,3,10
Q2503476,9,11
Q250506,41,35
Q2506621,4,8
Q250668,52,19
Q25074,8,6
Q2507899,5,10
Q250824,18,5
Q2509105,4,16
Q2512142,5,10
Q2515367,6,4
Q251844,9,3
Q251964,40,11
Q2520803,18,14
Q2521130,13,3
Q2521405,18,6
Q2522465,14,7
Q252387,47,33
Q2524443,3,1
Q2524799,12,11
Q2525187,3,2
Q2525222,9,10
Q2525263,31,16
Q253026,17,32
Q2530944,26,14
Q2532233,6,18
Q2533249,3,3
Q2533433,43,13
Q25338418,24,0
Q2537664,13,14
Q25378651,4,2
Q25379732,3,4
Q25380025,2,2
Q25381177,2,1
Q253888,35,37
Q25393599,3,1
Q25396652,5,3
Q25396674,13,1
Q25396691,8,1
Q25396860,5,1
Q25412594,11,2
Q25418141,15,4
Q25418142,21,4
Q25419164,3,2
Q2542058,5,4
Q2542795,16,10
Q2543149,14,6
Q25433606,11,1
Q25434033,10,2
Q25435122,6,1
Q254381,18,20
Q2545423,5,8
Q2546020,22,17
Q2547185,17,14
Q25478264,21,1
Q2548227,5,3
Q25485829,6,1
Q25486480,6,3
Q254920,27,23
Q2551733,8,12
Q255275,24,15
Q2553009,21,21
Q2553041,2,1
Q2553579,21,14
Q255410,41,20
Q25543148,1,1
Q255448,41,20
Q255465,34,19
Q25553776,2,1
Q2556827,4,8
Q255778,39,21
Q25578360,1,2
Q255870,32,22
Q25599084,2,1
Q25599727,2,1
Q256048,31,26
Q2560490,9,13
Q25608738,4,1
Q256115,11,4
Q256316,53,15
Q2563319,8,11
Q256439,24,24
Q25644284,2,1
Q25668863,4,1
Q25681048,1,1
Q257004,26,23
Q2571572,9,10
Q257289,3,5
Q257448,76,29
Q2577717,23,11
Q2578106,6,4
Q2578114,11,4
Q257846,10,7
Q2581128,4,12
Q2586812,17,4
Q2587152,6,15
Q2588460,16,15
Q2590005,6,1
Q2590752,8,5
Q2591110,7,14
Q259182,10,32
Q2592455,5,7
Q2594005,5,2
Q2595275,10,16
Q259531,30,3
Q259576,35,21
Q2597703,8,5
Q2597713,13,8
Q2598837,4,1
Q2599183,11,13
Q260039,24,21
Q260156,31,16
Q2601799,22,16
Q2601910,45,12
Q2602397,2,8
Q2604013,6,14
Q2605698,4,1
Q2606272,10,6
Q2608087,14,14
Q2608554,8,8
Q2610206,2,4
Q2610351,19,17
Q2610857,7,10
Q261224,76,10
Q26155408,12,2
Q2616120,6,2
Q26161687,10,2
Q26161712,13,2
Q26161739,11,2
Q261769,29,16
Q261936,77,23
Q26197080,9,1
Q26197914,9,2
Q26197916,10,2
Q26197991,11,2
Q2619890,11,11
Q262016,46,41
Q26204,183,63
Q2620458,16,15
Q26215840,10,2
Q26220641,9,1
Q2622164,7,16
Q2622614,8,17
Q26234882,6,1
Q262368,51,24
Q2623901,8,4
Q26258882,13,3
Q26258885,14,3
Q26258888,13,3
Q26258948,13,3
Q26258966,10,2
Q26258978,12,3
Q2625996,12,13
Q26261106,6,3
Q2626304,3,14
Q2626652,5,8
Q2626670,2,11
Q2626787,8,6
Q2626808,71,8
Q2627025,4,11
Q2627316,4,13
Q2627407,14,15
Q262751,23,16
Q26278609,9,3
Q26279264,5,0
Q2628781,16,16
Q2629041,14,9
Q26296,34,35
Q26296538,9,9
Q2629826,6,12
Q2629889,12,12
Q2630494,5,9
Q2631422,8,13
Q2631851,50,14
Q2632716,21,9
Q2633131,14,18
Q2633257,12,15
Q263355,24,15
Q2633865,6,2
Q263402,13,8
Q2634102,16,8
Q263459,41,29
Q263489,33,34
Q2634988,9,1
Q263515,25,20
Q2635895,19,13
Q2636043,16,12
Q2639498,41,12
Q2640491,14,7
Q2640769,6,12
Q2640841,14,9
Q2640911,7,1
Q2641175,15,12
Q2641180,10,10
Q2641182,9,3
Q2641190,10,5
Q2641203,11,16
Q2641586,5,10
Q2642147,20,7
Q2642812,5,11
Q2643462,10,1
Q2643578,2,3
Q2643822,7,1
Q2644073,12,7
Q264522,8,19
Q2647181,18,3
Q2647366,9,4
Q2647394,7,2
Q2647407,11,8
Q2647446,10,6
Q2648092,4,1
Q26488759,9,2
Q26493034,8,2
Q26493036,12,3
Q26493095,11,3
Q26493108,12,4
Q265211,5,3
Q2652903,14,13
Q2653498,8,3
Q2655106,23,26
Q2655113,17,3
Q2655419,20,14
Q2655602,37,5
Q2655769,29,14
Q2657005,17,13
Q265757,15,15
Q2657834,12,17
Q2660263,11,13
Q266030,30,19
Q2661059,2,7
Q26611664,5,0
Q2661420,18,13
Q2661436,11,11
Q26621078,5,0
Q26621646,5,0
Q26647461,7,2
Q2665082,8,2
Q2665429,3,4
Q2665478,7,10
Q266591,52,35
Q266601,45,27
Q2666038,11,23
Q2666131,18,9
Q2666563,9,9
Q2666814,21,8
Q2668644,9,18
Q26690165,11,2
Q26690189,10,1
Q26690196,6,0
Q2670346,10,9
Q2670353,9,10
Q2670365,7,9
Q2670370,8,10
Q2670377,8,10
Q2670387,11,9
Q2671430,12,4
Q2673743,4,2
Q26741981,14,13
Q2674393,7,2
Q267534,29,14
Q267711,24,17
Q26787995,8,1
Q2679994,3,5
Q2680482,3,5
Q268087,32,14
Q26822209,16,1
Q26822211,10,1
Q26868427,12,3
Q26873927,7,1
Q26885528,10,2
Q268892,22,15
Q268964,34,25
Q269058,25,17
Q269158,28,10
Q269243,51,36
Q26925,83,58
Q269515,11,14
Q2695834,10,7
Q2696542,58,9
Q2696570,44,12
Q26965917,8,1
Q2701125,32,8
Q270117,33,23
Q27017113,5,1
Q27017193,19,8
Q270384,31,15
Q27043255,3,3
Q27055643,9,7
Q27056217,5,0
Q270591,30,10
Q270607,18,18
Q27063804,8,3
Q2710261,8,8
Q2713107,14,18
Q2713411,16,10
Q2713422,23,14
Q2714550,5,11
Q2714687,18,15
Q2715013,16,12
Q2715690,12,14
Q2716107,15,15
Q2718542,11,14
Q2718734,12,10
Q271891,49,43
Q27189841,4,4
Q271949,51,45
Q271964,18,21
Q2719698,9,7
Q272000,56,43
Q272006,56,47
Q2720191,4,8
Q2720247,22,9
Q272047,71,38
Q27205884,3,3
Q272082,123,45
Q2721773,9,25
Q2722978,13,14
Q2723062,10,28
Q2723579,11,8
Q2723619,15,11
Q2723769,15,12
Q2724155,27,13
Q2724168,20,14
Q2729988,2,1
Q273053,134,42
Q273100,14,11
Q273117,76,44
Q2731769,14,8
Q2731775,4,1
Q2732289,7,18
Q27325805,4,1
Q2733634,20,25
Q2735107,14,14
Q273612,26,14
Q273616,34,12
Q2736541,13,17
Q273671,149,57
Q2737631,13,28
Q2740550,8,14
Q2740619,14,12
Q2742097,24,10
Q2743448,31,15
Q2743922,7,16
Q274600,25,42
Q2746526,14,17
Q27479584,13,3
Q2753233,11,8
Q2754601,10,4
Q2758562,37,10
Q27587561,11,1
Q275888,27,24
Q27613,74,57
Q276148,25,20
Q2762648,5,8
Q27641660,3,1
Q2766571,4,18
Q27668521,5,1
Q2766959,4,1
Q27693272,7,1
Q27700370,11,2
Q27702508,3,0
Q277544,19,11
Q27780068,8,2
Q2778094,23,14
Q27786529,13,1
Q2780827,10,7
Q2780953,14,10
Q27809709,12,3
Q2783087,11,4
Q2786569,3,1
Q27866260,9,2
Q27866262,10,2
Q27866269,12,3
Q27866272,11,3
Q27866299,13,3
Q27870125,9,1
Q27870162,6,1
Q2787306,2,8
Q278748,36,39
Q27891595,12,3
Q278930,27,15
Q27902974,13,1
Q2790482,4,4
Q27910102,2,2
Q27916704,4,1
Q27916706,5,1
Q27916717,5,1
Q27916733,5,1
Q27921410,6,0
Q2792492,7,7
Q27926189,7,2
Q27926194,9,1
Q27926266,3,2
Q27942602,4,1
Q2794693,6,1
Q27949366,15,12
Q279566,15,15
Q27962938,2,4
Q27963635,11,2
Q27967071,5,1
Q27972294,3,2
Q27979892,12,3
Q279872,5,21
Q28000730,11,2
Q2801244,7,4
Q2803572,26,20
Q28036303,7,2
Q28037987,13,5
Q280432,45,18
Q28045342,8,3
Q280616,8,3
Q280621,7,3
Q28070648,13,3
Q28071156,8,2
Q280714,24,6
Q2807267,3,6
Q28075412,8,2
Q280869,46,20
Q28088612,8,1
Q280934,28,8
Q281025,67,29
Q28114282,8,1
Q28121924,8,3
Q28122362,25,12
Q28126889,14,14
Q28132999,4,1
Q281368,15,9
Q281670,17,19
Q28178794,4,5
Q28186878,2,2
Q2820116,1,1
Q2820133,3,8
Q28220760,4,1
Q28224981,9,2
Q2822505,9,10
Q2823758,10,4
Q2823762,17,8
Q2824994,7,3
Q2825506,9,8
Q2825686,9,3
Q2826403,9,1
Q2826489,15,6
Q2827213,13,5
Q2831929,2,1
Q2832180,8,4
Q2832183,10,3
Q2834354,5,0
Q283533,12,19
Q2835975,7,2
Q28362782,11,3
Q28362963,15,9
Q2836614,3,1
Q2836986,3,2
Q28398089,9,2
Q28398106,10,2
Q2840067,28,6
Q2840263,7,7
Q2840771,2,15
Q28409949,15,1
Q28409966,10,2
Q28409967,10,2
Q28409996,10,1
Q28410010,10,3
Q28410306,7,1
Q2841103,6,1
Q28411122,2,1
Q28411432,10,2
Q28411592,7,2
Q28411833,12,1
Q28412264,2,2
Q28413024,12,2
Q28414974,9,2
Q28414975,5,1
Q28415148,2,1
Q28415709,1,1
Q2842106,2,4
Q2844265,13,8
Q2844390,5,2
Q2844602,17,7
Q284487,20,11
Q284747,36,18
Q28479619,12,2
Q28482206,2,1
Q2849968,2,4
Q28502272,4,1
Q285148,37,18
Q28530270,3,2
Q285517,29,16
Q2855302,29,5
Q2857528,19,5
Q285839,19,32
Q2859362,11,8
Q2860691,13,10
Q2861395,28,9
Q2861408,29,11
Q2864766,5,1
Q2864785,12,7
Q2864795,13,11
Q2864802,13,15
Q2866189,11,2
Q2866192,10,3
Q2866435,3,4
Q2866901,31,15
Q28672720,5,1
Q2868633,9,1
Q2868652,14,1
Q28708026,5,1
Q28708056,8,2
Q28708491,11,1
Q28708763,3,1
Q28708764,9,2
Q28708770,5,1
Q28708771,4,4
Q2871728,7,3
Q2871909,9,4
Q2872087,7,2
Q2872677,12,9
Q287423,14,8
Q2874270,19,3
Q28744949,9,1
Q2875177,16,6
Q2877775,4,5
Q2878101,7,5
Q2879755,10,22
Q2879763,4,4
Q288177,24,13
Q28858330,18,1
Q2886120,5,3
Q2886242,10,5
Q2887269,4,3
Q2887338,8,5
Q2889733,3,1
Q2891153,2,5
Q28918937,12,3
Q28922024,13,3
Q28922028,13,3
Q28922034,12,3
Q28922038,12,3
Q28922067,12,3
Q28928,63,45
Q289327,25,11
Q2893949,5,9
Q28941170,10,3
Q2894192,7,3
Q2895176,11,5
Q28956531,69,3
Q2895793,10,5
Q2898833,4,6
Q289933,6,40
Q2900876,9,1
Q290144,14,10
Q2901745,10,8
Q2902564,14,6
Q29032682,5,1
Q290471,30,13
Q29067758,15,6
Q2907627,14,4
Q290825,45,11
Q2908699,60,13
Q29095056,9,1
Q2910325,5,5
Q291216,23,16
Q2913223,3,3
Q2915029,6,11
Q2915608,11,11
Q29165739,7,0
Q2916747,15,14
Q29167849,2,0
Q2917262,12,6
Q2918852,19,10
Q291907,27,14
Q2919160,15,12
Q2919971,10,6
Q2920656,10,5
Q2920770,2,3
Q2928214,5,5
Q2929565,7,4
Q2929818,7,4
Q2930083,5,1
Q2932469,19,4
Q2933370,20,6
Q2933377,27,12
Q2933386,21,6
