qid;property;rank;snaktype;value_raw;value_year;value_label;value_desc;qid_label;qid_desc
Q1405;P373;normal;value;Augustus;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P26;normal;value;Q237618;;Claudia;1st-century BC Roman woman, briefly wife of Octavian;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P26;normal;value;Q233444;;Scribonia;Roman noblewoman, second wife of Augustus and mother of Julia the Elder;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P26;normal;value;Q469701;;Livia;first Roman empress as consort to Augustus, as well as mother of emperor Tiberius;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P40;normal;value;Q2259;;Julia the Elder;daughter of Emperor Augustus (39 BC – AD 14);Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P40;normal;value;Q298162;;Gaius Caesar;eldest son of Marcus Vipsanius Agrippa and Julia the Elder, Emperor Augustus' only daughter, also adopted by Augustus as his own child;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P40;normal;value;Q313735;;Lucius Caesar;grandson of emperor Augustus (17 BC - AD 2);Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P40;normal;value;Q1407;;Tiberius;second Roman emperor (42 BC - AD 37) (r. AD 14–AD 37);Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P40;normal;value;Q325906;;Agrippa Postumus;Youngest son of Marcus Agrippa and Julia the Elder (12 BC – AD 14);Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P25;normal;value;Q231696;;Atia;mother of Roman emperor Augustus;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P22;preferred;value;Q363084;;Gaius Octavius;father of emperor Augustus. Roman general, praetor in 61 BC, praefectus propraetor in Macedonia in 60-59 BC;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P22;normal;value;Q1048;;;Roman general and dictator;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P39;normal;value;Q842606;;Roman emperor;ruler of the Roman Empire during the imperial period;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P39;normal;value;Q212943;;pontifex maximus;"the chief high priest of the College of Pontiffs in ancient Rome, open only to patricians until 254 BCE, when a plebeian first occupied this post; gradually became politicized until, beginning with Augustus, it was subsumed into the Imperial office";Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P39;normal;value;Q189851;;Roman censor;Roman magistrate responsible for the census and monitoring public morality;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P39;normal;value;Q190401;;tribune;elected Roman officials;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P39;normal;value;Q20056508;;ancient Roman senator;position;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P39;normal;value;Q40779;;Roman consul;political office in ancient Rome;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P39;normal;value;Q80604738;;triumvir rei publicae constituendae;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P39;normal;value;Q1861571;;moneyer;a private individual who is officially permitted to mint money;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P214;normal;value;18013086;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P214;normal;value;593144647699322575560;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P214;normal;value;2081153063189619320009;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P214;normal;value;736158790622738851366;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P214;normal;value;1184153063236619320002;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P227;normal;value;118505122;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P244;normal;value;n79033006;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P349;normal;value;00650422;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P213;normal;value;0000000121227317;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P269;normal;value;032190026;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P268;normal;value;12326866z;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P31;normal;value;Q5;;human;any single member of Homo sapiens, unique extant species of the genus Homo;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P570;preferred;value;+0014-08-19T00:00:00Z;14.0;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P570;normal;value;+0014-00-00T00:00:00Z;14.0;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P20;normal;value;Q72288;;Nola;Italian comune;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P18;normal;value;Statue of the Emperor Octavian Augustus as Jupiter (6).png;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P18;preferred;value;Augustus of Prima Porta (inv. 2290).jpg;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P910;normal;value;Q8275728;;Category:Augustus;Wikimedia category;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P906;normal;value;176310;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P19;normal;value;Q220;;Rome;capital and largest city of Italy;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P935;normal;value;Augustus;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P646;normal;value;/m/0ngg;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P53;normal;value;Q192841;;Julio-Claudian dynasty;Roman imperial dynasty consisting of the first five emperors: Augustus, Tiberius, Caligula, Claudius and Nero;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P53;normal;value;Q3268376;;Julii Caesares;patrician branch of the gens Julia;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P53;normal;value;Q105335230;;Octavii Rufi;branch of the gens Octavia;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1273;normal;value;a10443502;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P27;normal;value;Q1747689;;Ancient Rome;country that began growing on the Italian Peninsula from the 8th century BC;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1422;normal;value;316;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1207;normal;value;n97009969;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P691;normal;value;jn20000700093;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1017;normal;value;ADV12052980;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P950;normal;value;XX1026401;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P950;normal;value;XX4746220;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P409;normal;value;35010212;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1006;normal;value;069639639;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P245;normal;value;500058949;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P119;normal;value;Q770847;;Mausoleum of Augustus;building in Campo Marzio, Italy;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1477;normal;value;;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1900;normal;value;dates/lod/136;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1559;normal;value;;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q20078554;;Great Soviet Encyclopedia (1926–1947);1st edition of the Great Soviet Encyclopedia;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q4173137;;Jewish Encyclopedia of Brockhaus and Efron;encyclopedia;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;deprecated;value;Q19180675;;Small Brockhaus and Efron Encyclopedic Dictionary;Russian encyclopedic dictionary;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q19180675;;Small Brockhaus and Efron Encyclopedic Dictionary;Russian encyclopedic dictionary;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q19211082;;Orthodox Theological Encyclopedia;written work;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q602358;;Brockhaus and Efron Encyclopedic Dictionary;comprehensive multi-volume encyclopedia in Russian;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q20096917;;Encyclopædia Britannica Ninth Edition;1875 edition of Encyclopædia Britannica;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q867541;;Encyclopædia Britannica 11th edition;11th edition of Encyclopædia Britannica;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q302556;;Catholic Encyclopedia;English-language encyclopedia;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q4086271;;Bible Encyclopedia of Archimandrite Nicephorus;encyclopedia, published in 1891–1892 in Moscow;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q2041543;;Otto's encyclopedia;1888–1909 edition of the largest printed encyclopedia written in the Czech language;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q4114391;;Sytin Military Encyclopedia;Russian military encyclopedia;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q1138524;;Pauly–Wissowa;German classics encyclopedia (1894–1980);Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q45748207;;The religious procession of the Ara Pacis Augustae: Augustus' supplicatio in 13 B.C;scientific article published in 1993;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q52220389;;Paisajes epigráficos en la Provincia Hispania Citerior en época de Augusto;scientific article published in 2014;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q55079751;;Placing paniskoi herms within Augustan propaganda at Pompeii;scientific article published in 2011;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q55274523;;Imagining the kingdom: mission and theology in early Christianity;scholarly article by N. T. Wright (2012);Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q46002746;;Dictionary of African Biography;encyclopedia of African biographies;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q30059240;;Realʹnyj slovarʹ klassičeskih drevnostej po Lûbkeru;"Russian translation of the ""Real Lexicon of Classical Antiquity""";Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q67311526;;Obálky knih;book cover database in Czechia;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q3181656;;The Nuttall Encyclopædia;British encyclopedia;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q9253865;;Church Encyclopedia;Polish encyclopedia;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q106727050;;Metropolitan Museum of Art Tagging Vocabulary;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q4532138;;Granat Encyclopedic Dictionary;seventh edition of Russian encyclopedic dictionary;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1343;normal;value;Q16082057;;The New Student's Reference Work;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P569;normal;value;-0063-00-00T00:00:00Z;-63.0;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P569;preferred;value;-0063-09-23T00:00:00Z;-63.0;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1871;normal;value;cnp00971385;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2163;normal;value;32969;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1263;normal;value;956/000087695;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1038;normal;value;Q1048;;;Roman general and dictator;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1038;normal;value;Q241143;;Julia Minor;sister of Julius Caesar, and grandmother of Augustus;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1038;normal;value;Q315492;;Marcellus;nephew and son-in-law of Roman emperor Augustus;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1038;normal;value;Q156778;;Nero Claudius Drusus;Roman general and statesman (38–9 BC);Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1038;normal;value;Q1407;;Tiberius;second Roman emperor (42 BC - AD 37) (r. AD 14–AD 37);Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1038;normal;value;Q2530944;;Cornelia;stepdaughter of emperor Augustus;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2358;normal;value;Q5517401;;Gaius;ancient Roman praenomen;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2365;normal;value;Q11916404;;Caepias;ancient Roman cognomen;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2365;normal;value;Q100889669;;Thurinus;ancient Roman cognomen;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2365;normal;value;Q1025414;;Caesar;ancient Roman cognomen;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2950;normal;value;augustus;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2348;normal;value;Q2815472;;Late Roman Republic;historical period, around 145 to 27 BC;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2348;normal;value;Q787204;;High Roman Empire;time period (ca. 27 BC to 235 AD);Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2348;normal;value;Q105747718;;Greco-Roman Egypt;period of Egyptian history;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2348;normal;value;Q105747936;;Roman Egypt Era;era of Egyptian history from 30 BC to 395 AD;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2348;normal;value;Q206414;;Principate;first period of the Roman Empire (ca. 27 BC to 284 AD);Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2348;normal;value;Q192841;;Julio-Claudian dynasty;Roman imperial dynasty consisting of the first five emperors: Augustus, Tiberius, Caligula, Claudius and Nero;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2924;normal;value;1798003;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2924;normal;value;2687666;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1807;normal;value;1581;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1296;normal;value;0006101;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3373;normal;value;Q229483;;Octavia the Younger;sister of Roman emperor Augustus;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3373;normal;value;Q517380;;Octavia the Elder;half-sister of Roman emperor Augustus;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3365;normal;value;gaio-giulio-cesare-ottaviano-augusto;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3430;normal;value;w61n94pq;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1196;normal;value;Q3739104;;natural causes;manner of death;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3569;normal;value;geschiedenis-oudheid/augustus;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3576;normal;value;1068;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3417;normal;value;Augustus-Roman-emperor;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3417;normal;value;Augustus-First-Emperor-of-Rome;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3417;normal;value;Agustus-Cesar;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P4159;normal;value;Augustus_(1);;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P535;normal;value;8215554;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3219;normal;value;caius-julius-caesar-octavianus-augustus-auguste;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P5008;normal;value;Q5460604;;Wikipedia:List of articles all languages should have;list of 1000 articles every Wikipedia edition should have;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P5008;normal;value;Q6173448;;Wikipedia:Vital articles/Level/4;Wikimedia project page;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P5002;normal;value;62596;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1417;normal;value;biography/Augustus-Roman-emperor;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P5025;normal;value;Q1759265;;Octavia gens;Roman gens;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P5025;normal;value;Q510193;;Julia gens;Roman gens;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P949;normal;value;000013167;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P5587;normal;value;gdsvvhw04l6fnhb;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3241;normal;value;02107a;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3222;normal;value;augustus;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1015;normal;value;90747437;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1368;normal;value;000097185;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3280;normal;value;0000093775;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1375;normal;value;000056773;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1315;normal;value;788755;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1580;normal;value;a1101362;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2359;normal;value;Q32979324;;Octavius;ancient Roman nomen;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2359;normal;value;Q29871072;;Julius;ancient Roman nomen;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P106;normal;value;Q97667506;;Ancient Roman politician;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P106;normal;value;Q98103687;;ancient Roman military personnel;military personnel of the state of Rome;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P106;normal;value;Q1097498;;ruler;person who reigns over a certain region or country;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P6573;normal;value;Augustus;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1280;normal;value;21712995;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P4459;normal;value;10969/augusto;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P6941;normal;value;1221;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2381;normal;value;170100;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P6404;normal;value;gaio-giulio-cesare-ottaviano-augusto;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P4223;normal;value;gaio-giulio-cesare-ottaviano-augusto;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P4223;normal;value;gaio-giulio-cesare-ottaviano-augusto_res-34b338cb-8b74-11dc-8e9d-0016357eee51;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P648;normal;value;OL32998A;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P6886;normal;value;Q397;;Latin;Indo-European language of the Italic branch;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P7042;normal;value;aug;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P140;normal;value;Q337547;;ancient Roman religion;form of Indo-European polytheism practised in the Roman civilization;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P7041;normal;value;237;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2977;normal;value;Augus14;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P7029;normal;value;7760315;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P7029;normal;value;7715780;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P21;normal;value;Q6581097;;male;"to be used in ""sex or gender"" (P21) to indicate that the human subject is a male or ""semantic gender"" (P10339) to indicate that a word refers to a male person";Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P7388;normal;value;4532;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P5034;normal;value;KAC201620721;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P902;normal;value;010314;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P5739;normal;value;4530;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P6060;normal;value;CAES2;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P8065;normal;value;349;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P4553;normal;value;9442;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P5019;normal;value;augustus-20;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P8122;normal;value;A5195;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1412;normal;value;Q397;;Latin;Indo-European language of the Italic branch;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P7902;normal;value;118505122;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P271;normal;value;DA00507115;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P7786;normal;value;T93-544;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P4212;normal;value;pcrtAtTY0l7OHm;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P4619;normal;value;000604079;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P6394;normal;value;a11177718;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P396;normal;value;CFIV021587;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P8189;normal;value;987007258176205171;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P7699;normal;value;"LNB:V*341444;=BG";;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P7293;normal;value;9810567452205606;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P7039;normal;value;000002840;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P97;normal;value;Q211804;;Augustus;imperial rank, honorific and title;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1741;normal;value;78748;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3065;normal;value;A012316543;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3348;normal;value;96552;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P3348;normal;value;65181;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P5731;normal;value;58493;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P8406;normal;value;T004991;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P8034;normal;value;495/51125;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P1819;normal;value;I00446756;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P8179;normal;value;ncf11314267;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P8179;normal;value;ncf10792222;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P5063;normal;value;i94353;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2600;normal;value;6000000001336717255;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P2366;normal;value;Q100980082;;Octavianus;ancient Roman cognomen and agnomen;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P8750;normal;value;5281;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P8750;normal;value;3865;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
Q1405;P6863;normal;value;2597;;;;Augustus;first emperor of the Roman Empire and founder of the Julio-Claudian dynasty
